id_producto,sku,marca,atc1,atc3,elast_producto,r2_producto,n_producto,elast_atc3,r2_atc3,n_atc3,elast_atc1,r2_atc1,n_atc1,elasticidad,nivel_estimacion
26,ADM-0026,Farma Demo A026,C,C9G,-1.0791364269729782,0.0167552586985259,751,-1.0791364269729782,0.0167552586985259,751,8.008641045536419e-06,0.001212878671191353,19767,-1.0791364269729782,Producto
27,ADM-0027,Farma Demo B027,C,C6E,-0.7808315879866187,0.021820109128741327,403,-0.7808315879866187,0.021820109128741327,403,8.008641045536419e-06,0.001212878671191353,19767,-0.7808315879866187,Producto
28,ADM-0028,Farma Demo C028,M,M3F,-2.247248955642605,0.03856861093032282,5510,-2.247248955642605,0.03856861093032282,5510,-0.04339205601992887,0.005109595847068271,66231,-2.247248955642605,Producto
29,ADM-0029,Farma Demo D029,J,J6A,-2.853520355685887,0.07112837132324812,355,-0.19603990457840154,0.03445988277885448,38534,0.018418744841157547,0.03237018059656427,57790,-2.853520355685887,Producto
30,ADM-0030,Farma Demo E030,M,M2E,-1.9793604760608288,0.07307136087989707,213,-1.9793604760608288,0.07307136087989707,213,-0.04339205601992887,0.005109595847068271,66231,-1.9793604760608288,Producto
31,ADM-0031,Farma Demo F031,N,N1D,-1.9745638622524353,0.030654896469147985,2080,-1.9745638622524353,0.030654896469147985,2080,-0.004903227090677788,0.001133660250577151,37968,-1.9745638622524353,Producto
32,ADM-0032,Farma Demo G032,J,J2H,-2.3366857356949318,0.10547388078356634,203,-0.04778852337644186,0.05580699207574347,622,0.018418744841157547,0.03237018059656427,57790,-2.3366857356949318,Producto
33,ADM-0033,Farma Demo H033,N,N4F,-0.9028738976626117,0.01969493705162373,554,-0.03479350354599317,0.005158136133851521,2322,-0.004903227090677788,0.001133660250577151,37968,-0.9028738976626117,Producto
34,ADM-0034,Farma Demo I034,N,N9C,-1.1526384194060593,0.01916156666669344,646,-1.1526384194060593,0.01916156666669344,646,-0.004903227090677788,0.001133660250577151,37968,-1.1526384194060593,Producto
35,ADM-0035,Farma Demo J035,J,J8D,-1.7346902977712522,0.05869037319786652,1344,-1.7346902977712522,0.05869037319786652,1344,0.018418744841157547,0.03237018059656427,57790,-1.7346902977712522,Producto
36,ADM-0036,Farma Demo K036,N,N5F,-1.455209809145339,0.017790069009127385,3576,-1.455209809145339,0.017790069009127385,3576,-0.004903227090677788,0.001133660250577151,37968,-1.455209809145339,Producto
37,ADM-0037,Farma Demo L037,L,L1D,-1.6200612173743585,0.032705916055648765,665,-1.6200612173743585,0.032705916055648765,665,0.04688366150794962,0.0027592891615930704,6329,-1.6200612173743585,Producto
38,ADM-0038,Farma Demo M038,N,N3G,-1.828470938604852,0.03945188164126834,426,-1.828470938604852,0.03945188164126834,426,-0.004903227090677788,0.001133660250577151,37968,-1.828470938604852,Producto
39,ADM-0039,Farma Demo N039,R,R3D,-2.5654886857509704,0.07789169130185825,778,0.05259030884104582,0.052552251080827284,3214,-0.02717226819095793,0.04990333457923912,23166,-2.5654886857509704,Producto
40,ADM-0040,Farma Demo O040,N,N3B,-2.2378173520372537,0.04267780356571482,241,-2.2378173520372537,0.04267780356571482,241,-0.004903227090677788,0.001133660250577151,37968,-2.2378173520372537,Producto
41,ADM-0041,Farma Demo P041,A,A1E,-1.9994406385646588,0.07434695667474223,160,-1.9994406385646588,0.07434695667474223,160,-0.014368657011781884,0.0020233610895696863,23473,-1.9994406385646588,Producto
42,ADM-0042,Farma Demo Q042,N,N1A,-1.4014482751290602,0.019438175171479832,1135,-0.9285607437175951,0.010606829592085254,2531,-0.004903227090677788,0.001133660250577151,37968,-1.4014482751290602,Producto
43,ADM-0043,Farma Demo R043,A,A7C,-0.9829892195699408,0.008866185894252254,4500,-0.9829892195699408,0.008866185894252254,4500,-0.014368657011781884,0.0020233610895696863,23473,-0.9829892195699408,Producto
44,ADM-0044,Farma Demo S044,A,A6G,-0.06778352567986104,0.025301317530108114,244,-0.06778352567986104,0.025301317530108114,244,-0.014368657011781884,0.0020233610895696863,23473,-0.2,Producto
45,ADM-0045,Farma Demo T045,A,A7A,-1.1941139808698178,0.040900597024636665,231,-1.1941139808698178,0.040900597024636665,231,-0.014368657011781884,0.0020233610895696863,23473,-1.1941139808698178,Producto
46,ADM-0046,Farma Demo U046,N,N3C,-1.5909732240861707,0.015019077793238078,9732,-0.13154405079393816,0.0013572788232790733,10024,-0.004903227090677788,0.001133660250577151,37968,-1.5909732240861707,Producto
47,ADM-0047,Farma Demo V047,M,M9B,-1.1365363387339216,0.01587918774668906,2438,-1.1365363387339216,0.01587918774668906,2438,-0.04339205601992887,0.005109595847068271,66231,-1.1365363387339216,Producto
48,ADM-0048,Farma Demo W048,C,C2F,-0.7009483342516698,0.005956870467325515,4633,0.051780598573076944,0.002232167162285581,5433,8.008641045536419e-06,0.001212878671191353,19767,-0.7009483342516698,Producto
49,ADM-0049,Farma Demo X049,A,A2F,-1.6812825391992563,0.03928158334985554,471,-1.6812825391992563,0.03928158334985554,471,-0.014368657011781884,0.0020233610895696863,23473,-1.6812825391992563,Producto
50,ADM-0050,Farma Demo Y050,N,N1G,-1.1299565182460203,0.025026320453799045,357,-1.1299565182460203,0.025026320453799045,357,-0.004903227090677788,0.001133660250577151,37968,-1.1299565182460203,Producto
51,ADM-0051,Farma Demo Z051,L,L9G,-1.14151209763819,0.014985429558396879,2630,-1.14151209763819,0.014985429558396879,2630,0.04688366150794962,0.0027592891615930704,6329,-1.14151209763819,Producto
52,ADM-0052,Farma Demo A052,L,L6C,-0.9348040296879971,0.03674895777181375,493,-0.9348040296879971,0.03674895777181375,493,0.04688366150794962,0.0027592891615930704,6329,-0.9348040296879971,Producto
53,ADM-0053,Farma Demo B053,C,C7F,-1.4331001956056006,0.05197650131697584,386,-1.4331001956056006,0.05197650131697584,386,8.008641045536419e-06,0.001212878671191353,19767,-1.4331001956056006,Producto
54,ADM-0054,Farma Demo C054,N,N7E,-2.7276561878247314,0.059902937828694824,469,-0.13540200543658426,0.02112000537022629,672,-0.004903227090677788,0.001133660250577151,37968,-2.7276561878247314,Producto
55,ADM-0055,Farma Demo D055,C,C3B,-2.59563001876629,0.05810848650118039,497,-2.59563001876629,0.05810848650118039,497,8.008641045536419e-06,0.001212878671191353,19767,-2.59563001876629,Producto
56,ADM-0056,Farma Demo E056,C,C2F,-1.4075849338941426,0.021483937822961874,800,0.051780598573076944,0.002232167162285581,5433,8.008641045536419e-06,0.001212878671191353,19767,-1.4075849338941426,Producto
57,ADM-0057,Farma Demo F057,L,L4C,-0.44936844122626723,0.012560781352019768,1023,-0.44936844122626723,0.012560781352019768,1023,0.04688366150794962,0.0027592891615930704,6329,-0.44936844122626723,Producto
58,ADM-0058,Farma Demo G058,A,A6E,-1.3942166740272937,0.02709685371369297,1705,-0.26625533625599007,0.014187814992684178,1996,-0.014368657011781884,0.0020233610895696863,23473,-1.3942166740272937,Producto
59,ADM-0059,Farma Demo H059,C,C6F,-1.8121406240879558,0.09330780055424559,140,-1.8121406240879558,0.09330780055424559,140,8.008641045536419e-06,0.001212878671191353,19767,-1.8121406240879558,Producto
60,ADM-0060,Farma Demo I060,A,A3G,-0.8855761092391591,0.03664912150686106,635,-0.06659441761462555,0.007608867015900356,1094,-0.014368657011781884,0.0020233610895696863,23473,-0.8855761092391591,Producto
61,ADM-0061,Farma Demo J061,N,N2G,-1.5977635418293294,0.032828767178765594,339,0.05623582752570389,0.007127813525253379,2701,-0.004903227090677788,0.001133660250577151,37968,-1.5977635418293294,Producto
62,ADM-0062,Farma Demo K062,J,J5C,-1.868355712528803,0.08925118668101373,160,-1.868355712528803,0.08925118668101373,160,0.018418744841157547,0.03237018059656427,57790,-1.868355712528803,Producto
63,ADM-0063,Farma Demo L063,N,N6D,-0.4130953599132854,0.016133359340420483,973,-0.4130953599132854,0.016133359340420483,973,-0.004903227090677788,0.001133660250577151,37968,-0.4130953599132854,Producto
64,ADM-0064,Farma Demo M064,N,N4H,-1.7089308210718903,0.021978489741249052,1709,-0.38428833479000524,0.009565364255914366,3071,-0.004903227090677788,0.001133660250577151,37968,-1.7089308210718903,Producto
65,ADM-0065,Farma Demo N065,M,M2B,-3.096422916724629,0.06278443854290805,4214,-3.096422916724629,0.06278443854290805,4214,-0.04339205601992887,0.005109595847068271,66231,-3.096422916724629,Producto
66,ADM-0066,Farma Demo O066,M,M5C,-1.4547509420615279,0.013787864312778453,2740,-1.4547509420615279,0.013787864312778453,2740,-0.04339205601992887,0.005109595847068271,66231,-1.4547509420615279,Producto
67,ADM-0067,Farma Demo P067,N,N8B,-2.771470984706784,0.08148679352545085,355,-0.276362088425529,0.020577716618092823,1626,-0.004903227090677788,0.001133660250577151,37968,-2.771470984706784,Producto
68,ADM-0068,Farma Demo Q068,N,N4F,-1.8022123245089698,0.024825598301195795,1768,-0.03479350354599317,0.005158136133851521,2322,-0.004903227090677788,0.001133660250577151,37968,-1.8022123245089698,Producto
69,ADM-0069,Farma Demo R069,A,A1B,-0.9914209097415739,0.011801220006907864,1938,-1.0829544289301392,0.012795411046965688,3218,-0.014368657011781884,0.0020233610895696863,23473,-0.9914209097415739,Producto
70,ADM-0070,Farma Demo S070,J,J4E,-2.022749921711184,0.13779895937490316,187,-2.022749921711184,0.13779895937490316,187,0.018418744841157547,0.03237018059656427,57790,-2.022749921711184,Producto
71,ADM-0071,Farma Demo T071,C,C9F,-0.2122585140157525,0.011736563183429749,902,-0.2122585140157525,0.011736563183429749,902,8.008641045536419e-06,0.001212878671191353,19767,-0.2122585140157525,Producto
72,ADM-0072,Farma Demo U072,R,R3E,-1.9682380092501346,0.07319163491987346,3803,-1.9682380092501346,0.07319163491987346,3803,-0.02717226819095793,0.04990333457923912,23166,-1.9682380092501346,Producto
73,ADM-0073,Farma Demo V073,N,N7F,-2.304797698834727,0.034650370538686026,4312,-2.304797698834727,0.034650370538686026,4312,-0.004903227090677788,0.001133660250577151,37968,-2.304797698834727,Producto
74,ADM-0074,Farma Demo W074,A,A3A,-2.1529611311088104,0.03251637144281605,1436,-2.1529611311088104,0.03251637144281605,1436,-0.014368657011781884,0.0020233610895696863,23473,-2.1529611311088104,Producto
75,ADM-0075,Farma Demo X075,N,N3C,-1.1236276178675664,0.052699041472520136,292,-0.13154405079393816,0.0013572788232790733,10024,-0.004903227090677788,0.001133660250577151,37968,-1.1236276178675664,Producto
76,ADM-0076,Farma Demo Y076,N,N3F,-1.1617307498479676,0.013621906041822673,1167,-1.1617307498479676,0.013621906041822673,1167,-0.004903227090677788,0.001133660250577151,37968,-1.1617307498479676,Producto
77,ADM-0077,Farma Demo Z077,M,M7F,-2.6605094482416023,0.04920302874567817,47028,-2.6605094482416023,0.04920302874567817,47028,-0.04339205601992887,0.005109595847068271,66231,-2.6605094482416023,Producto
78,ADM-0078,Farma Demo A078,J,J9B,-1.1770595984717949,0.04859830170373469,1237,-0.14421701804966414,0.035216335450446445,1619,0.018418744841157547,0.03237018059656427,57790,-1.1770595984717949,Producto
79,ADM-0079,Farma Demo B079,J,J7G,-2.2848725370521077,0.10147428622130172,131,-2.2848725370521077,0.10147428622130172,131,0.018418744841157547,0.03237018059656427,57790,-2.2848725370521077,Producto
80,ADM-0080,Farma Demo C080,A,A9G,-1.6237062596211829,0.024586834664232615,1028,-1.6237062596211829,0.024586834664232615,1028,-0.014368657011781884,0.0020233610895696863,23473,-1.6237062596211829,Producto
81,ADM-0081,Farma Demo D081,J,J5G,-1.4062810868626145,0.13479553128569532,212,-1.4062810868626145,0.13479553128569532,212,0.018418744841157547,0.03237018059656427,57790,-1.4062810868626145,Producto
82,ADM-0082,Farma Demo E082,A,A6E,-0.5921552169754432,0.029396330402601367,291,-0.26625533625599007,0.014187814992684178,1996,-0.014368657011781884,0.0020233610895696863,23473,-0.5921552169754432,Producto
83,ADM-0083,Farma Demo F083,M,M1B,-1.067639875423129,0.01481679656713386,2015,-1.067639875423129,0.01481679656713386,2015,-0.04339205601992887,0.005109595847068271,66231,-1.067639875423129,Producto
84,ADM-0084,Farma Demo G084,R,R8G,-2.6188879027825656,0.07996174426344971,9055,-2.6188879027825656,0.07996174426344971,9055,-0.02717226819095793,0.04990333457923912,23166,-2.6188879027825656,Producto
85,ADM-0085,Farma Demo H085,N,N9G,-1.7160957137228185,0.07001602358727932,448,-1.7160957137228185,0.07001602358727932,448,-0.004903227090677788,0.001133660250577151,37968,-1.7160957137228185,Producto
86,ADM-0086,Farma Demo I086,C,C8C,-0.15532012434052836,0.012463812674604835,777,-0.15532012434052836,0.012463812674604835,777,8.008641045536419e-06,0.001212878671191353,19767,-0.2,Producto
87,ADM-0087,Farma Demo J087,N,N5H,-1.3745600143365886,0.02866799687412147,549,-1.3745600143365886,0.02866799687412147,549,-0.004903227090677788,0.001133660250577151,37968,-1.3745600143365886,Producto
88,ADM-0088,Farma Demo K088,M,M1D,-1.966968516187294,0.04261369585377772,586,-1.966968516187294,0.04261369585377772,586,-0.04339205601992887,0.005109595847068271,66231,-1.966968516187294,Producto
89,ADM-0089,Farma Demo L089,A,A5D,0.43607504170817657,0.025298083035616092,216,0.43607504170817657,0.025298083035616092,216,-0.014368657011781884,0.0020233610895696863,23473,-0.2,Producto
90,ADM-0090,Farma Demo M090,A,A3C,-1.2117829831991918,0.021501064043373264,986,-1.2117829831991918,0.021501064043373264,986,-0.014368657011781884,0.0020233610895696863,23473,-1.2117829831991918,Producto
91,ADM-0091,Farma Demo N091,N,N7E,-1.3692748485789847,0.0715738128921739,203,-0.13540200543658426,0.02112000537022629,672,-0.004903227090677788,0.001133660250577151,37968,-1.3692748485789847,Producto
92,ADM-0092,Farma Demo O092,J,J7B,-1.9522822923770793,0.06536423317421725,229,-0.10532278626922145,0.04637713417076861,1422,0.018418744841157547,0.03237018059656427,57790,-1.9522822923770793,Producto
93,ADM-0093,Farma Demo P093,A,A8D,-1.9751591307554668,0.03542755187589619,1076,-1.9751591307554668,0.03542755187589619,1076,-0.014368657011781884,0.0020233610895696863,23473,-1.9751591307554668,Producto
94,ADM-0094,Farma Demo Q094,J,J5E,-1.6820647936952782,0.08113622981039736,537,-1.6820647936952782,0.08113622981039736,537,0.018418744841157547,0.03237018059656427,57790,-1.6820647936952782,Producto
95,ADM-0095,Farma Demo R095,J,J6G,-1.6442388851842635,0.062254826119700124,1631,-0.042215308617635075,0.04408690873380994,2213,0.018418744841157547,0.03237018059656427,57790,-1.6442388851842635,Producto
96,ADM-0096,Farma Demo S096,C,C6B,-1.384305290766141,0.015450313943689675,1786,-1.384305290766141,0.015450313943689675,1786,8.008641045536419e-06,0.001212878671191353,19767,-1.384305290766141,Producto
97,ADM-0097,Farma Demo T097,J,J6A,-2.7141465953172315,0.07590005754450468,38179,-0.19603990457840154,0.03445988277885448,38534,0.018418744841157547,0.03237018059656427,57790,-2.7141465953172315,Producto
98,ADM-0098,Farma Demo U098,J,J9B,-0.6364749808661916,0.05858253753260423,136,-0.14421701804966414,0.035216335450446445,1619,0.018418744841157547,0.03237018059656427,57790,-0.6364749808661916,Producto
99,ADM-0099,Farma Demo V099,A,A2C,-2.78754099455898,0.0510570160917867,1795,-2.78754099455898,0.0510570160917867,1795,-0.014368657011781884,0.0020233610895696863,23473,-2.78754099455898,Producto
100,ADM-0100,Farma Demo W100,R,R6D,-0.90141257804067,0.08171785442790291,1266,-0.90141257804067,0.08171785442790291,1266,-0.02717226819095793,0.04990333457923912,23166,-0.90141257804067,Producto
101,ADM-0101,Farma Demo X101,R,R6B,-1.4834632704329846,0.07844620647631118,639,-1.4834632704329846,0.07844620647631118,639,-0.02717226819095793,0.04990333457923912,23166,-1.4834632704329846,Producto
102,ADM-0102,Farma Demo Y102,R,R3D,-0.3854006073039977,0.055811671484788494,2436,0.05259030884104582,0.052552251080827284,3214,-0.02717226819095793,0.04990333457923912,23166,-0.3854006073039977,Producto
103,ADM-0103,Farma Demo Z103,R,R5G,-1.2029821638923601,0.0802514344182752,1797,-1.2029821638923601,0.0802514344182752,1797,-0.02717226819095793,0.04990333457923912,23166,-1.2029821638923601,Producto
104,ADM-0104,Farma Demo A104,R,R2D,-5.338670788096363,0.2247756329613666,193,-5.338670788096363,0.2247756329613666,193,-0.02717226819095793,0.04990333457923912,23166,-4.0,Producto
105,ADM-0105,Farma Demo B105,J,J2A,-0.44846677784456734,0.031114212702166966,1063,-0.44846677784456734,0.031114212702166966,1063,0.018418744841157547,0.03237018059656427,57790,-0.44846677784456734,Producto
106,ADM-0106,Farma Demo C106,J,J6G,-1.753467888365272,0.08312184009048074,438,-0.042215308617635075,0.04408690873380994,2213,0.018418744841157547,0.03237018059656427,57790,-1.753467888365272,Producto
107,ADM-0107,Farma Demo D107,J,J8A,-1.0193640385148441,0.03025060706807059,1154,-1.0193640385148441,0.03025060706807059,1154,0.018418744841157547,0.03237018059656427,57790,-1.0193640385148441,Producto
108,ADM-0108,Farma Demo E108,R,R5D,-1.9437261803558485,0.16597337025402803,236,-1.9437261803558485,0.16597337025402803,236,-0.02717226819095793,0.04990333457923912,23166,-1.9437261803558485,Producto
109,ADM-0109,Farma Demo F109,J,J4F,-0.30797562433765485,0.044478422317090316,794,-0.30797562433765485,0.044478422317090316,794,0.018418744841157547,0.03237018059656427,57790,-0.30797562433765485,Producto
110,ADM-0110,Farma Demo G110,C,C4G,-1.527026380609534,0.024612016981769846,1549,-1.527026380609534,0.024612016981769846,1549,8.008641045536419e-06,0.001212878671191353,19767,-1.527026380609534,Producto
111,ADM-0111,Farma Demo H111,A,A4F,-1.6561116652350976,0.032077759410922724,1782,-1.6561116652350976,0.032077759410922724,1782,-0.014368657011781884,0.0020233610895696863,23473,-1.6561116652350976,Producto
112,ADM-0112,Farma Demo I112,A,A1B,-2.251182416921533,0.03497179233488745,1280,-1.0829544289301392,0.012795411046965688,3218,-0.014368657011781884,0.0020233610895696863,23473,-2.251182416921533,Producto
113,ADM-0113,Farma Demo J113,M,M4H,-3.759093263165017,0.10582284902694317,395,-3.759093263165017,0.10582284902694317,395,-0.04339205601992887,0.005109595847068271,66231,-3.759093263165017,Producto
114,ADM-0114,Farma Demo K114,C,C8E,-2.88151630648054,0.05784683637550603,1320,-2.88151630648054,0.05784683637550603,1320,8.008641045536419e-06,0.001212878671191353,19767,-2.88151630648054,Producto
115,ADM-0115,Farma Demo L115,N,N4H,-1.952710299358115,0.0269478486220035,1362,-0.38428833479000524,0.009565364255914366,3071,-0.004903227090677788,0.001133660250577151,37968,-1.952710299358115,Producto
116,ADM-0116,Farma Demo M116,C,C6C,-1.7199999669515622,0.023587920211839086,1919,-1.7199999669515622,0.023587920211839086,1919,8.008641045536419e-06,0.001212878671191353,19767,-1.7199999669515622,Producto
117,ADM-0117,Farma Demo N117,C,C3F,-0.6253863326210071,0.01855111240104612,950,-0.6253863326210071,0.01855111240104612,950,8.008641045536419e-06,0.001212878671191353,19767,-0.6253863326210071,Producto
118,ADM-0118,Farma Demo O118,A,A6A,-2.3642329433917286,0.05908036779147685,319,-2.3642329433917286,0.05908036779147685,319,-0.014368657011781884,0.0020233610895696863,23473,-2.3642329433917286,Producto
119,ADM-0119,Farma Demo P119,C,C4D,-2.5246880430094265,0.07620668203055292,239,-2.5246880430094265,0.07620668203055292,239,8.008641045536419e-06,0.001212878671191353,19767,-2.5246880430094265,Producto
120,ADM-0120,Farma Demo Q120,J,J7B,-0.619183339476731,0.054477667314916434,1193,-0.10532278626922145,0.04637713417076861,1422,0.018418744841157547,0.03237018059656427,57790,-0.619183339476731,Producto
